id,room,noted_date,temp,location
__export__.temp_log_191932_7e9fed64,Room Admin,07-12-2018 08:54,41,out
__export__.temp_log_191930_a99610df,Room Admin,07-12-2018 08:54,41,out
__export__.temp_log_191924_626d1163,Room Admin,07-12-2018 08:52,41,out
__export__.temp_log_191923_7d012d35,Room Admin,07-12-2018 08:52,41,out
__export__.temp_log_191868_ca0a8260,Room Admin,07-12-2018 08:18,41,out
__export__.temp_log_191867_985737ba,Room Admin,07-12-2018 08:18,41,out
__export__.temp_log_191863_f7379482,Room Admin,07-12-2018 08:16,41,out
__export__.temp_log_191861_7c7ce460,Room Admin,07-12-2018 08:16,41,out
__export__.temp_log_191849_fba95679,Room Admin,07-12-2018 08:10,41,out
__export__.temp_log_191850_08acf817,Room Admin,07-12-2018 08:10,41,out
__export__.temp_log_191840_c2ecf51a,Room Admin,07-12-2018 08:08,41,out
__export__.temp_log_191839_2b2ae7a6,Room Admin,07-12-2018 08:08,41,out
__export__.temp_log_191831_2d2c8d3f,Room Admin,07-12-2018 08:06,41,out
__export__.temp_log_191832_39ce0649,Room Admin,07-12-2018 08:06,41,out
__export__.temp_log_191823_aaf6656a,Room Admin,07-12-2018 08:04,41,out
__export__.temp_log_191824_acc46933,Room Admin,07-12-2018 08:04,41,out
__export__.temp_log_191820_c0e5ddef,Room Admin,07-12-2018 08:02,40,out
__export__.temp_log_191819_d9d8e5b6,Room Admin,07-12-2018 08:02,40,out
__export__.temp_log_191811_ebf445f2,Room Admin,07-12-2018 08:00,41,out
__export__.temp_log_191812_b7795b8b,Room Admin,07-12-2018 08:00,41,out
__export__.temp_log_191794_1ea5d21b,Room Admin,07-12-2018 07:54,40,out
__export__.temp_log_191793_5961965a,Room Admin,07-12-2018 07:54,40,out
__export__.temp_log_191780_ff681b34,Room Admin,07-12-2018 07:46,40,out
__export__.temp_log_191779_6d719c33,Room Admin,07-12-2018 07:46,40,out
__export__.temp_log_191773_bad4cc18,Room Admin,07-12-2018 07:44,39,out
__export__.temp_log_191774_6168253e,Room Admin,07-12-2018 07:44,39,out
__export__.temp_log_191756_e7280707,Room Admin,07-12-2018 07:38,40,out
__export__.temp_log_191755_668009eb,Room Admin,07-12-2018 07:38,40,out
__export__.temp_log_191725_045a5917,Room Admin,07-12-2018 07:26,39,out
__export__.temp_log_191726_5a38c12d,Room Admin,07-12-2018 07:26,39,out
__export__.temp_log_191717_dd409034,Room Admin,07-12-2018 07:24,39,out
__export__.temp_log_191718_08ff09df,Room Admin,07-12-2018 07:24,39,out
__export__.temp_log_191699_3f9c66e6,Room Admin,07-12-2018 07:18,39,out
__export__.temp_log_191700_fa81a436,Room Admin,07-12-2018 07:18,39,out
__export__.temp_log_191677_137f0ecf,Room Admin,07-12-2018 07:10,39,out
__export__.temp_log_191678_09848822,Room Admin,07-12-2018 07:10,39,out
__export__.temp_log_191672_9aa68afb,Room Admin,07-12-2018 07:08,38,out
__export__.temp_log_191671_0d458956,Room Admin,07-12-2018 07:08,38,out
__export__.temp_log_191669_03c7028e,Room Admin,07-12-2018 07:06,38,out
__export__.temp_log_191670_bdf2ca86,Room Admin,07-12-2018 07:06,38,out
__export__.temp_log_191663_2a0ab82a,Room Admin,07-12-2018 07:02,38,out
__export__.temp_log_191664_634c740b,Room Admin,07-12-2018 07:02,38,out
__export__.temp_log_191659_8911a279,Room Admin,07-12-2018 07:00,38,out
__export__.temp_log_191660_72632f1e,Room Admin,07-12-2018 07:00,38,out
__export__.temp_log_191651_1e31fc18,Room Admin,07-12-2018 06:56,39,out
__export__.temp_log_191652_5996b1f3,Room Admin,07-12-2018 06:56,39,out
__export__.temp_log_191647_cfcc5a24,Room Admin,07-12-2018 06:54,39,out
__export__.temp_log_191648_3a46dbc5,Room Admin,07-12-2018 06:54,39,out
__export__.temp_log_191631_781e88f8,Room Admin,07-12-2018 06:50,39,out
__export__.temp_log_191629_2a92f492,Room Admin,07-12-2018 06:50,39,out
__export__.temp_log_191622_382cb03c,Room Admin,07-12-2018 06:48,39,out
__export__.temp_log_191621_abec9a0a,Room Admin,07-12-2018 06:48,39,out
__export__.temp_log_191604_d55b2645,Room Admin,07-12-2018 06:42,39,out
__export__.temp_log_191603_cfd098be,Room Admin,07-12-2018 06:42,39,out
__export__.temp_log_191596_a3f26bcd,Room Admin,07-12-2018 06:38,39,out
__export__.temp_log_191595_248a356f,Room Admin,07-12-2018 06:38,39,out
__export__.temp_log_191592_9003858c,Room Admin,07-12-2018 06:37,39,out
__export__.temp_log_191591_7f84491c,Room Admin,07-12-2018 06:37,39,out
__export__.temp_log_191555_bf4bf784,Room Admin,07-12-2018 06:23,39,out
__export__.temp_log_191556_4c876459,Room Admin,07-12-2018 06:23,39,out
__export__.temp_log_191540_f5088b40,Room Admin,07-12-2018 06:19,39,out
__export__.temp_log_191539_1eef8169,Room Admin,07-12-2018 06:19,39,out
__export__.temp_log_191527_c26a5b1f,Room Admin,07-12-2018 06:15,39,out
__export__.temp_log_191528_b2d9ac5a,Room Admin,07-12-2018 06:15,39,out
__export__.temp_log_191510_65a0eb2f,Room Admin,07-12-2018 06:11,39,out
__export__.temp_log_191509_220d543a,Room Admin,07-12-2018 06:11,39,out
__export__.temp_log_191508_75aa46f1,Room Admin,07-12-2018 06:11,39,out
__export__.temp_log_191507_e499f5f0,Room Admin,07-12-2018 06:11,39,out
__export__.temp_log_191501_b721e5d7,Room Admin,07-12-2018 06:09,39,out
__export__.temp_log_191502_5bf40c98,Room Admin,07-12-2018 06:09,39,out
__export__.temp_log_191497_2fe8a273,Room Admin,07-12-2018 06:07,39,out
__export__.temp_log_191498_d3a20c66,Room Admin,07-12-2018 06:07,39,out
__export__.temp_log_191493_0e07feee,Room Admin,07-12-2018 06:06,39,out
__export__.temp_log_191494_d2411e00,Room Admin,07-12-2018 06:06,39,out
__export__.temp_log_191489_9b924ad1,Room Admin,07-12-2018 06:05,39,out
__export__.temp_log_191490_2abafd3f,Room Admin,07-12-2018 06:05,39,out
__export__.temp_log_191487_a1c7ed2b,Room Admin,07-12-2018 06:03,39,out
__export__.temp_log_191488_e028bf49,Room Admin,07-12-2018 06:03,39,out
__export__.temp_log_191476_3763a11e,Room Admin,07-12-2018 05:59,39,out
__export__.temp_log_191475_e96db1fc,Room Admin,07-12-2018 05:59,39,out
__export__.temp_log_191468_e797d924,Room Admin,07-12-2018 05:57,38,out
__export__.temp_log_191467_010900e1,Room Admin,07-12-2018 05:57,38,out
__export__.temp_log_191446_8c1e3903,Room Admin,07-12-2018 05:47,38,out
__export__.temp_log_191445_5a5b455d,Room Admin,07-12-2018 05:47,38,out
__export__.temp_log_191370_946c12a3,Room Admin,07-12-2018 05:19,38,out
__export__.temp_log_191369_714a3ddd,Room Admin,07-12-2018 05:19,38,out
__export__.temp_log_191358_1127c6fb,Room Admin,07-12-2018 05:15,38,out
__export__.temp_log_191357_28de7833,Room Admin,07-12-2018 05:15,38,out
__export__.temp_log_191346_a80d4ce2,Room Admin,07-12-2018 05:13,37,out
__export__.temp_log_191347_81d01415,Room Admin,07-12-2018 05:13,37,out
__export__.temp_log_191352_df1d8446,Room Admin,07-12-2018 05:09,38,out
__export__.temp_log_191332_4ca16671,Room Admin,07-12-2018 05:09,38,out
__export__.temp_log_191312_834a25ab,Room Admin,07-12-2018 05:03,38,out
__export__.temp_log_191313_4ea6e586,Room Admin,07-12-2018 05:03,38,out
__export__.temp_log_191283_21c620df,Room Admin,07-12-2018 04:55,38,out
__export__.temp_log_191284_4a4b68dd,Room Admin,07-12-2018 04:55,38,out
__export__.temp_log_191261_df0e696d,Room Admin,07-12-2018 04:47,37,out
__export__.temp_log_191262_e30120d1,Room Admin,07-12-2018 04:47,37,out
__export__.temp_log_191256_526c8b04,Room Admin,07-12-2018 04:41,37,out
__export__.temp_log_191255_386cbb4f,Room Admin,07-12-2018 04:41,37,out
__export__.temp_log_191224_281694b5,Room Admin,07-12-2018 04:31,37,out
__export__.temp_log_191223_5defb326,Room Admin,07-12-2018 04:31,37,out
__export__.temp_log_191216_4404743d,Room Admin,07-12-2018 04:29,37,out
